From	To	Species	Gene Name
724636	GB55306	Apis mellifera	uncharacterized LOC724636(LOC724636)
725967	GB40503	Apis mellifera	D-3-phosphoglycerate dehydrogenase(LOC725967)
725969	GB42909	Apis mellifera	MAGE-like protein 2(LOC725969)
408608	GB48969	Apis mellifera	uncharacterized LOC408608(LOC408608)
408609	GB51806	Apis mellifera	coiled-coil domain-containing protein 93(LOC408609)
409937	GB45512	Apis mellifera	neither inactivation nor afterpotential protein C(LOC409937)
408607	GB53979	Apis mellifera	SEC23-interacting protein-like(LOC408607)
408688	GB49767	Apis mellifera	Down syndrome cell adhesion molecule-like protein Dscam2(LOC408688)
410920	GB47055	Apis mellifera	putative inorganic phosphate cotransporter(LOC410920)
408689	GB49757	Apis mellifera	fatty acid binding protein(Fabp)
410923	GB47039	Apis mellifera	dynamin(LOC410923)
408686	GB49773	Apis mellifera	sequestosome-1(LOC408686)
410922	GB47014	Apis mellifera	wiskott-Aldrich syndrome protein family member 3(LOC410922)
408687	GB49769	Apis mellifera	putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase(LOC408687)
408680	GB55650	Apis mellifera	ryanodine receptor(LOC408680)
410928	GB53756	Apis mellifera	venom carboxylesterase-6(Est-6)
725920	GB40823	Apis mellifera	vitellogenin receptor(LOC725920)
408681	GB55651	Apis mellifera	solute carrier family 35 member F1-like(LOC408681)
725922	GB48029	Apis mellifera	mitochondrial basic amino acids transporter-like(LOC725922)
410925	GB47037	Apis mellifera	hormone receptor 4(LOC410925)
410924	GB47030	Apis mellifera	serine/threonine-protein phosphatase 6 catalytic subunit(LOC410924)
408685	GB55348	Apis mellifera	MAP7 domain-containing protein 1(LOC408685)
410926	GB49184	Apis mellifera	PH domain leucine-rich repeat-containing protein phosphatase 2(LOC410926)
725918	GB48201	Apis mellifera	39S ribosomal protein L53, mitochondrial(LOC725918)
725915	GB48095	Apis mellifera	protein FAM195A-like(LOC725915)
408677	GB55591	Apis mellifera	titin(LOC408677)
408678	GB55587	Apis mellifera	OTU domain-containing protein 7B-like(LOC408678)
408675	GB55595	Apis mellifera	probable 39S ribosomal protein L24, mitochondrial(LOC408675)
410933	GB53637	Apis mellifera	serine/threonine-protein kinase S6KL(LOC410933)
408676	GB55429	Apis mellifera	CREB-regulated transcription coactivator 1-like(LOC408676)
408670	GB55648	Apis mellifera	Down syndrome cell adhesion molecule-like protein Dscam2(LOC408670)
725910	GB51693	Apis mellifera	tubulin-specific chaperone D(LOC725910)
410936	GB53681	Apis mellifera	cytochrome b5 reductase 4(LOC410936)
408673	GB55422	Apis mellifera	maspardin-like(LOC408673)
408674	GB55423	Apis mellifera	major facilitator superfamily domain-containing protein 12-like(LOC408674)
410938	GB53685	Apis mellifera	polypeptide N-acetylgalactosaminyltransferase 13(LOC410938)
408672	GB55420	Apis mellifera	programmed cell death protein 6(LOC408672)
725905	GB47161	Apis mellifera	pre-mRNA-splicing factor 18(LOC725905)
725908	GB51401	Apis mellifera	helicase sen1(LOC725908)
725901	GB17447	Apis mellifera	GTP-binding protein Di-Ras2(LOC725901)
725903	GB42907	Apis mellifera	zinc finger protein 512B-like(LOC725903)
725904	GB55944	Apis mellifera	trafficking protein particle complex subunit 6B(LOC725904)
725909	GB15623	Apis mellifera	probable cysteine--tRNA ligase, mitochondrial(LOC725909)
410943	GB55816	Apis mellifera	ras-related protein Rap-2a(LOC410943)
408666	GB55408	Apis mellifera	uncharacterized LOC408666(LOC408666)
408664	GB55411	Apis mellifera	homeodomain-interacting protein kinase 2(LOC408664)
409995	GB43873	Apis mellifera	sin3 histone deacetylase corepressor complex component SDS3(LOC409995)
410944	GB55764	Apis mellifera	ATP-binding cassette sub-family C member Sur(LOC410944)
410941	GB55811	Apis mellifera	protein MTO1 homolog, mitochondrial(LOC410941)
408668	GB55390	Apis mellifera	probable tyrosyl-DNA phosphodiesterase(LOC408668)
409999	GB47668	Apis mellifera	lipase 3-like(LOC409999)
410940	GB55787	Apis mellifera	DNA topoisomerase 2-binding protein 1(LOC410940)
408669	GB55619	Apis mellifera	uncharacterized protein KIAA0930 homolog(LOC408669)
409990	GB43855	Apis mellifera	coatomer subunit beta'(LOC409990)
725941	GB51721	Apis mellifera	zinc finger protein 800(LOC725941)
725942	GB49614	Apis mellifera	glutathione S-transferase 1(LOC725942)
725943	GB53000	Apis mellifera	ubiquitin-60S ribosomal protein L40(LOC725943)
409994	GB43858	Apis mellifera	INO80 complex subunit E(LOC409994)
410947	GB55831	Apis mellifera	tyrosine decarboxylase(LOC410947)
724613	GB51748	Apis mellifera	uncharacterized LOC724613(LOC724613)
408662	GB55579	Apis mellifera	WD repeat-containing protein 19(LOC408662)
409993	GB43874	Apis mellifera	5'-3' exoribonuclease 1(LOC409993)
724612	GB43314	Apis mellifera	thyrotropin-releasing hormone-degrading ectoenzyme-like(LOC724612)
408663	GB15667	Apis mellifera	soma ferritin(LOC408663)
409992	GB43857	Apis mellifera	importin-13(LOC409992)
410949	GB55829	Apis mellifera	MOB kinase activator-like 4(LOC410949)
724611	GB53520	Apis mellifera	tubulin glycylase 3A-like(LOC724611)
408660	GB55556	Apis mellifera	uncharacterized LOC408660(LOC408660)
409991	GB43856	Apis mellifera	dnaJ homolog subfamily C member 11(LOC409991)
410948	GB55830	Apis mellifera	aromatic-L-amino-acid decarboxylase(LOC410948)
724610	GB42973	Apis mellifera	notchless protein homolog 1(LOC724610)
408661	GB55576	Apis mellifera	uncharacterized LOC408661(LOC408661)
725938	GB42847	Apis mellifera	histone deacetylase 6(LOC725938)
724603	GB55822	Apis mellifera	guanylate cyclase 32E-like(LOC724603)
725934	GB44421	Apis mellifera	replication protein A 70 kDa DNA-binding subunit(LOC725934)
725935	GB55723	Apis mellifera	claspin-like(LOC725935)
724608	GB41297	Apis mellifera	transient receptor potential(LOC724608)
724607	GB42064	Apis mellifera	protein kinase C-like(LOC724607)
408655	GB55512	Apis mellifera	acidic fibroblast growth factor intracellular-binding protein(LOC408655)
409986	GB55693	Apis mellifera	peroxisomal multifunctional enzyme type 2-like(LOC409986)
410953	GB55837	Apis mellifera	MLX-interacting protein(LOC410953)
408656	GB55508	Apis mellifera	RNA exonuclease 1 homolog(LOC408656)
409985	GB54114	Apis mellifera	ubiquitin carboxyl-terminal hydrolase 48-like(LOC409985)
410956	GB55855	Apis mellifera	serine/threonine-protein kinase NLK(LOC410956)
408653	GB55495	Apis mellifera	calcium-dependent secretion activator(LOC408653)
409984	GB54113	Apis mellifera	DET1- and DDB1-associated protein 1(LOC409984)
408654	GB55496	Apis mellifera	pyruvate dehydrogenase (lipoamide) beta(PDHB)
410950	GB55770	Apis mellifera	TBC1 domain family member 9(LOC410950)
410952	GB55753	Apis mellifera	dehydrogenase/reductase SDR family protein 7-like(LOC410952)
408657	GB55504	Apis mellifera	zinc finger protein 76-like(LOC408657)
410951	GB55760	Apis mellifera	RNA binding protein fox-1 homolog 2(LOC410951)
408658	GB55547	Apis mellifera	chemosensory protein 2(CSP2)
725930	GB55640	Apis mellifera	retinol dehydrogenase 12-like(LOC725930)
725931	GB46930	Apis mellifera	multiple inositol polyphosphate phosphatase 1-like(LOC725931)
725932	GB41203	Apis mellifera	cuticular protein analogous to peritrophins 3-C(Cpap3-c)
409983	GB52985	Apis mellifera	ankyrin repeat domain-containing protein 17(LOC409983)
410958	GB55847	Apis mellifera	ubiquitin-like modifier-activating enzyme 1(LOC410958)
724602	GB51916	Apis mellifera	FMRFamide receptor(LOC724602)
410957	GB55744	Apis mellifera	uncharacterized LOC410957(LOC410957)
408652	GB55514	Apis mellifera	protein suppressor of white apricot(LOC408652)
409981	GB44220	Apis mellifera	titin homolog(LOC409981)
724600	GB55662	Apis mellifera	mitochondrial fission process protein 1(LOC724600)
410959	GB55846	Apis mellifera	kinesin 12(LOC410959)
408650	GB55515	Apis mellifera	inositol oxygenase(LOC408650)
725928	GB51337	Apis mellifera	dedicator of cytokinesis protein 3(LOC725928)
725923	GB55190	Apis mellifera	serine/threonine-protein kinase N(LOC725923)
725924	GB42096	Apis mellifera	leucine-rich repeat-containing protein 24(LOC725924)
725925	GB50678	Apis mellifera	prolyl 3-hydroxylase OGFOD1(LOC725925)
725926	GB17444	Apis mellifera	collagen alpha-1(IV) chain(LOC725926)
552012	GB55560	Apis mellifera	SH2B adapter protein 1(LOC552012)
552010	GB51723	Apis mellifera	60S ribosomal export protein NMD3(LOC552010)
552005	GB52875	Apis mellifera	uncharacterized LOC552005(LOC552005)
552003	GB41802	Apis mellifera	uncharacterized LOC552003(LOC552003)
552002	GB49927	Apis mellifera	uncharacterized LOC552002(LOC552002)
552009	GB47604	Apis mellifera	MICOS complex subunit MIC27(LOC552009)
552008	GB46017	Apis mellifera	protein ABHD18(LOC552008)
552007	GB46565	Apis mellifera	pyruvate kinase(LOC552007)
552006	GB54421	Apis mellifera	uncharacterized protein DDB_G0287625-like(LOC552006)
413169	GB42032	Apis mellifera	presenilin-1(LOC413169)
413167	GB53794	Apis mellifera	melanotransferrin(LOC413167)
413168	GB53775	Apis mellifera	retinol dehydrogenase 14(LOC413168)
413165	GB45367	Apis mellifera	protein phosphatase 1 regulatory subunit 7(LOC413165)
413166	GB41336	Apis mellifera	myb-like protein D(LOC413166)
413164	GB55581	Apis mellifera	membrane-associated progesterone receptor component 1(LOC413164)
552001	GB40778	Apis mellifera	UDP-galactose translocator(LOC552001)
552000	GB44298	Apis mellifera	enoyl-CoA delta isomerase 1, mitochondrial-like(LOC552000)
413173	GB46059	Apis mellifera	THO complex subunit 3(LOC413173)
413170	GB42066	Apis mellifera	kinesin 3D(LOC413170)
413171	GB42035	Apis mellifera	myosin-I heavy chain(LOC413171)
413179	GB47649	Apis mellifera	mediator of RNA polymerase II transcription subunit 7(LOC413179)
413176	GB43270	Apis mellifera	reticulocyte-binding protein 2 homolog a-like(LOC413176)
410907	GB46115	Apis mellifera	U4/U6 small nuclear ribonucleoprotein Prp31(LOC410907)
410906	GB46148	Apis mellifera	guanine nucleotide-binding protein subunit alpha homolog(LOC410906)
410902	GB43456	Apis mellifera	18-wheeler(18-w)
410905	GB46146	Apis mellifera	sodium/potassium-transporting ATPase subunit beta-2(LOC410905)
410904	GB46114	Apis mellifera	formin-like protein CG32138(LOC410904)
413183	GB40554	Apis mellifera	G1/S-specific cyclin-D2(LOC413183)
413184	GB40355	Apis mellifera	coiled-coil domain-containing protein 94(LOC413184)
413181	GB42707	Apis mellifera	mortality factor 4-like protein 1(LOC413181)
413189	GB48597	Apis mellifera	NADH-cytochrome b5 reductase 2(LOC413189)
413185	GB40356	Apis mellifera	spondin-1-like(LOC413185)
413186	GB52454	Apis mellifera	mitochondrial pyruvate carrier 3-like(LOC413186)
410910	GB46124	Apis mellifera	serine/threonine-protein kinase GA29083-like(LOC410910)
410911	GB46132	Apis mellifera	glycosaminoglycan xylosylkinase(LOC410911)
410918	GB47057	Apis mellifera	protein tramtrack, beta isoform(LOC410918)
410913	GB41226	Apis mellifera	sodium/potassium-transporting ATPase subunit alpha-like(LOC410913)
410916	GB41242	Apis mellifera	translocation protein SEC62(LOC410916)
410915	GB41225	Apis mellifera	aquaporin AQPAn.G-like(LOC410915)
413194	GB51498	Apis mellifera	myeloid differentiation primary response protein MyD88-A(LOC413194)
413195	GB51745	Apis mellifera	alsin(LOC413195)
413192	GB52883	Apis mellifera	protein HGH1 homolog(LOC413192)
413190	GB48539	Apis mellifera	calcium-dependent protein kinase 4-like(LOC413190)
413196	GB51658	Apis mellifera	ribosome maturation protein SBDS(LOC413196)
413197	GB51749	Apis mellifera	G protein-coupled receptor kinase 1(LOC413197)
409932	GB46541	Apis mellifera	b(0,+)-type amino acid transporter 1-like(LOC409932)
408600	GB40868	Apis mellifera	nucleobindin-2(LOC408600)
409931	GB47678	Apis mellifera	protein FAM69C(LOC409931)
408601	GB43016	Apis mellifera	aprataxin(LOC408601)
409930	GB47679	Apis mellifera	putative ATP synthase subunit f, mitochondrial(LOC409930)
409936	GB45508	Apis mellifera	zinc finger and BTB domain-containing protein 34-like(LOC409936)
413118	GB51596	Apis mellifera	neuroblastoma-amplified sequence(LOC413118)
408604	GB49000	Apis mellifera	TBC1 domain family member 13(LOC408604)
413119	GB47652	Apis mellifera	heparan-alpha-glucosaminide N-acetyltransferase-like(LOC413119)
408605	GB42297	Apis mellifera	heat shock protein cognate 5(Hsc70-5)
409934	GB40978	Apis mellifera	vesicle-associated membrane protein-associated protein B(LOC409934)
408602	GB43015	Apis mellifera	MKL/myocardin-like protein 2(LOC408602)
409933	GB40980	Apis mellifera	glucose transporter type 1(LOC409933)
413117	GB50434	Apis mellifera	proton-coupled amino acid transporter 1(LOC413117)
408603	GB43006	Apis mellifera	glucose dehydrogenase [FAD, quinone](LOC408603)
724675	GB52345	Apis mellifera	cell division cycle 37 homolog(Cdc37)
552052	GB40780	Apis mellifera	zinc finger protein 330 homolog(LOC552052)
552051	GB41846	Apis mellifera	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit(LOC552051)
724673	GB43024	Apis mellifera	odorant receptor 63a(LOC724673)
552050	GB44360	Apis mellifera	uncharacterized protein C20orf24 homolog(LOC552050)
724672	GB44371	Apis mellifera	SRSF protein kinase 3(LOC724672)
724679	GB47727	Apis mellifera	uncharacterized LOC724679(LOC724679)
552056	GB54049	Apis mellifera	eukaryotic translation initiation factor 3 subunit L(LOC552056)
552055	GB41804	Apis mellifera	nardilysin(LOC552055)
724676	GB42952	Apis mellifera	ADP-ribosylation factor-like protein 1(LOC724676)
552053	GB54660	Apis mellifera	protein FAM173B(LOC552053)
552049	GB41754	Apis mellifera	protein DDI1 homolog 2(LOC552049)
552048	GB44333	Apis mellifera	flocculation protein FLO11(LOC552048)
552047	GB53581	Apis mellifera	biogenesis of lysosome-related organelles complex 1 subunit 4(LOC552047)
724669	GB17977	Apis mellifera	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4(LOC724669)
552046	GB52211	Apis mellifera	zinc finger RNA-binding protein(LOC552046)
413125	GB40663	Apis mellifera	LIM/homeobox protein Lhx9-like(LOC413125)
409928	GB48521	Apis mellifera	RNA polymerase II elongation factor Ell(LOC409928)
413126	GB42933	Apis mellifera	serine/threonine-protein kinase TAO1(LOC413126)
409927	GB41069	Apis mellifera	putative pyridoxal-dependent decarboxylase domain-containing protein 2(LOC409927)
413123	GB40657	Apis mellifera	uncharacterized LOC413123(LOC413123)
409926	GB41068	Apis mellifera	39S ribosomal protein L12, mitochondrial(LOC409926)
413121	GB47552	Apis mellifera	39S ribosomal protein L22, mitochondrial(LOC413121)
413120	GB47651	Apis mellifera	dnaJ homolog subfamily B member 12(LOC413120)
409921	GB47319	Apis mellifera	zinc finger protein Elbow-like(LOC409921)
409920	GB46375	Apis mellifera	ubiquitin-conjugating enzyme E2 variant 2(LOC409920)
725991	GB46119	Apis mellifera	sodium/potassium-transporting ATPase subunit beta-2-like(LOC725991)
409925	GB41067	Apis mellifera	dual specificity mitogen-activated protein kinase kinase dSOR1(LOC409925)
413129	GB40909	Apis mellifera	sorting nexin-29(LOC413129)
724660	GB42489	Apis mellifera	protein furry(LOC724660)
409924	GB41065	Apis mellifera	synaptic vesicle glycoprotein 2B(LOC409924)
409923	GB42313	Apis mellifera	leishmanolysin-like peptidase(LOC409923)
409922	GB42312	Apis mellifera	ferrochelatase, mitochondrial(LOC409922)
413128	GB40907	Apis mellifera	putative ferric-chelate reductase 1 homolog(LOC413128)
724664	GB42599	Apis mellifera	A-agglutinin anchorage subunit-like(LOC724664)
725996	GB47845	Apis mellifera	nicotinic acetylcholine receptor alpha3 subunit(nAChRa3)
724663	GB42668	Apis mellifera	tonsoku-like protein(LOC724663)
725997	GB52179	Apis mellifera	UDP-glucuronosyltransferase 2C1(LOC725997)
552040	GB46507	Apis mellifera	transcription activator MSS11-like(LOC552040)
725999	GB43851	Apis mellifera	uncharacterized LOC725999(LOC725999)
725992	GB55909	Apis mellifera	uncharacterized LOC725992(LOC725992)
725993	GB44193	Apis mellifera	multidrug resistance-associated protein 7(LOC725993)
552044	GB55359	Apis mellifera	uncharacterized LOC552044(LOC552044)
724666	GB45560	Apis mellifera	2-aminoethanethiol dioxygenase(LOC724666)
552043	GB52754	Apis mellifera	probable dimethyladenosine transferase(LOC552043)
724665	GB50699	Apis mellifera	protein SET(LOC724665)
552042	GB51069	Apis mellifera	rab-like protein 3(LOC552042)
552038	GB40745	Apis mellifera	synaptosomal-associated protein 29(LOC552038)
552037	GB55464	Apis mellifera	POC1 centriolar protein homolog A-like(LOC552037)
724659	GB43288	Apis mellifera	ribonuclease P protein subunit rpr2(LOC724659)
552036	GB55283	Apis mellifera	suppressor of cytokine signaling 5(LOC552036)
724658	GB45337	Apis mellifera	WD repeat-containing protein 74(LOC724658)
552039	GB44799	Apis mellifera	uncharacterized LOC552039(LOC552039)
409918	GB54425	Apis mellifera	cullin-associated NEDD8-dissociated protein 1(LOC409918)
413137	GB44147	Apis mellifera	60S ribosomal protein L15(LOC413137)
413134	GB47274	Apis mellifera	UNC93-like protein(LOC413134)
409915	GB53614	Apis mellifera	RNA-binding protein 26(LOC409915)
413132	GB53937	Apis mellifera	uncharacterized LOC413132(LOC413132)
413133	GB47229	Apis mellifera	heparan sulfate glucosamine 3-O-sulfotransferase 6(LOC413133)
413130	GB55652	Apis mellifera	RNA polymerase-associated protein CTR9 homolog(LOC413130)
409919	GB44939	Apis mellifera	excitatory amino acid transporter 1-like(LOC409919)
409910	GB47431	Apis mellifera	ras-like GTP-binding protein Rho1(LOC409910)
409913	GB49249	Apis mellifera	COMM domain-containing protein 4(LOC409913)
724692	GB47655	Apis mellifera	protein AAR2 homolog(LOC724692)
409912	GB41985	Apis mellifera	regulator of G-protein signaling 7(LOC409912)
413138	GB44067	Apis mellifera	probable phospholipid-transporting ATPase IIA(LOC413138)
409911	GB47462	Apis mellifera	protein disulfide-isomerase A3(LOC409911)
413139	GB44144	Apis mellifera	probable phenylalanine--tRNA ligase, mitochondrial(LOC413139)
724690	GB49506	Apis mellifera	RING finger protein 37(LOC724690)
552030	GB40251	Apis mellifera	uncharacterized LOC552030(LOC552030)
724695	GB53713	Apis mellifera	DNA excision repair protein ERCC-6-like(LOC724695)
724694	GB46312	Apis mellifera	cuticular protein 22(CPR22)
552034	GB41158	Apis mellifera	toll-interacting protein(LOC552034)
552033	GB46652	Apis mellifera	peptidylprolyl isomerase B (cyclophilin B)(Ppib)
552032	GB47419	Apis mellifera	uncharacterized protein C1orf198 homolog(LOC552032)
